A0,A1,A2,R3,R4,R5,R6,R7,R8,R9,R10,Class,Instance,Group
0,1,0,0,1,1,1,1,0,0,0,1,1956,2
0,1,0,1,1,1,0,0,0,1,1,1,1957,2
0,1,1,1,1,1,1,0,0,0,1,1,1958,3
0,0,1,0,1,0,0,0,0,1,1,1,1959,1
0,1,0,0,0,0,1,0,0,1,1,0,1960,2
0,0,1,0,1,0,1,1,1,0,0,1,1961,1
0,0,0,0,1,0,1,1,0,1,1,0,1962,0
0,0,0,0,1,0,1,1,0,0,1,0,1963,0
1,0,1,1,0,1,1,1,0,1,0,0,1964,5
1,0,0,0,1,0,1,0,1,1,1,0,1965,4
1,1,1,1,0,1,0,1,1,1,1,1,1966,7
1,0,0,0,1,1,1,0,1,1,1,0,1967,4
1,0,1,1,0,0,1,1,0,0,1,0,1968,5
0,1,0,0,0,1,1,1,1,1,0,1,1969,2
1,0,1,1,1,0,0,1,1,1,1,1,1970,5
0,0,0,0,0,0,0,0,1,1,1,0,1971,0
1,0,0,1,0,1,1,1,0,0,1,1,1972,4
1,1,1,0,0,0,0,0,1,0,1,1,1973,7
1,0,1,0,1,0,0,0,1,1,1,1,1974,5
1,0,1,0,0,0,0,0,1,0,0,1,1975,5
0,1,1,0,1,1,1,0,0,0,1,1,1976,3
0,1,1,0,1,1,1,1,0,0,1,1,1977,3
1,0,1,1,1,0,1,0,1,1,0,1,1978,5
0,1,1,0,0,0,0,1,1,1,1,0,1979,3
0,0,1,1,1,1,1,1,0,0,0,1,1980,1
0,1,0,0,0,1,1,1,1,1,1,1,1981,2
0,1,1,1,1,0,0,1,1,1,0,0,1982,3
0,1,0,1,1,0,1,1,1,1,0,0,1983,2
1,0,0,1,0,0,0,1,1,1,0,1,1984,4
1,0,1,0,0,0,1,0,1,0,1,1,1985,5
0,0,0,1,1,0,1,0,0,1,0,1,1986,0
0,0,0,1,0,1,0,1,1,0,0,1,1987,0
0,1,1,0,0,1,0,1,1,0,0,0,1988,3
0,0,1,0,1,1,1,0,0,1,0,1,1989,1
0,0,0,0,0,1,1,1,1,0,1,0,1990,0
0,0,1,0,0,0,0,1,1,1,0,0,1991,1
0,0,0,1,1,1,0,1,0,0,0,1,1992,0
0,0,0,1,1,0,1,0,1,1,1,1,1993,0
1,0,1,1,0,0,1,0,1,1,0,1,1994,5
0,0,1,0,0,1,0,0,1,0,1,0,1995,1
1,1,0,0,0,0,1,1,0,1,1,1,1996,6
0,1,0,1,1,0,1,1,1,0,1,0,1997,2
0,1,1,0,1,1,1,0,1,0,1,1,1998,3
0,1,1,0,0,0,0,0,1,0,1,0,1999,3
